iter	MultiClass
0	1.974417946
1	1.804454462
2	1.645850484
3	1.515492751
4	1.405883721
5	1.319703547
6	1.23867269
7	1.161253345
8	1.089931592
9	1.022786453
10	0.9665990189
11	0.9190272325
12	0.874160266
13	0.8372346982
14	0.7961193756
15	0.7579219502
16	0.7221218229
17	0.6909615076
18	0.6593706307
19	0.6320534652
20	0.6013396955
21	0.5805709424
22	0.5565449051
23	0.535155369
24	0.5130302849
25	0.4905636002
26	0.4694937031
27	0.4509135369
28	0.4315864156
29	0.4162672932
30	0.3999307378
31	0.3841967906
32	0.3705617103
33	0.3572278946
34	0.3439281222
35	0.3304550466
36	0.3189336174
37	0.3085780852
38	0.2976059649
39	0.286486054
40	0.2764503552
41	0.2673203464
42	0.2603502076
43	0.2514708378
44	0.244626216
45	0.2367322152
46	0.2294536376
47	0.2225172393
48	0.2159655221
49	0.2090119368
50	0.2030887277
51	0.1976909189
52	0.190949802
53	0.1858540458
54	0.1804062244
55	0.1752660728
56	0.1707059881
57	0.1661216561
58	0.1621852049
59	0.15793771
60	0.1540698204
61	0.1497902723
62	0.1456846919
63	0.1412857586
64	0.1378348547
65	0.1342871785
66	0.1306895203
67	0.1276436889
68	0.1251779093
69	0.1220826977
70	0.1197227927
71	0.1171844551
72	0.114230823
73	0.1118253739
74	0.1094726219
75	0.1071529812
76	0.1047917173
77	0.1025608316
78	0.1002619925
79	0.09808826637
80	0.09594188522
81	0.09375509319
82	0.092145981
83	0.09042089276
84	0.0888980607
85	0.08687254462
86	0.08533799855
87	0.08343532386
88	0.08238236922
89	0.08089697408
90	0.07940174363
91	0.07779781295
92	0.07662999484
93	0.0752568543
94	0.07386620301
95	0.07223922256
96	0.07108862693
97	0.06959042803
98	0.06822874218
99	0.06681556996
100	0.06548389064
101	0.06456854565
102	0.06353367
103	0.06259040104
104	0.06179662705
105	0.06077385114
106	0.05984960376
107	0.05904695794
108	0.058171639
109	0.05703793392
110	0.05623830374
111	0.05549340394
112	0.05452849935
113	0.05399657799
114	0.05296924143
115	0.05208980381
116	0.0510411109
117	0.05001564233
118	0.04940081115
119	0.04853314276
120	0.0480642189
121	0.04742611664
122	0.04697307437
123	0.0463339382
124	0.04580894025
125	0.04524313179
126	0.04465242058
127	0.04393565762
128	0.04326426156
129	0.04274850981
130	0.04219649946
131	0.04180835439
132	0.04134769723
133	0.04088727907
134	0.04039606719
135	0.03985268212
136	0.03935172715
137	0.03885586863
138	0.0384583967
139	0.03785118605
140	0.03737059123
141	0.03698955131
142	0.03663384021
143	0.03616995715
144	0.03576720626
145	0.03538024843
146	0.03498015262
147	0.03462841554
148	0.03420556639
149	0.03375124723
150	0.03336342122
151	0.03302229057
152	0.03264206725
153	0.03212290961
154	0.03176917399
155	0.03133855678
156	0.03103974129
157	0.03056187357
158	0.03028417289
159	0.03006820236
160	0.02977268157
161	0.02946246897
162	0.02918258639
163	0.02882303416
164	0.02848785077
165	0.02815696992
166	0.02781274386
167	0.02743683116
168	0.0271533845
169	0.02686360984
170	0.02660249071
171	0.02634553281
172	0.02610225137
173	0.02584702766
174	0.02555599351
175	0.02522843969
176	0.02500470631
177	0.0246914002
178	0.02444613372
179	0.0241497442
180	0.02386725023
181	0.02371247329
182	0.02354255422
183	0.02334795237
184	0.0230951373
185	0.02288333307
186	0.02265741157
187	0.02251279925
188	0.02231803617
189	0.02206858146
190	0.02186395685
191	0.02161734688
192	0.0214000567
193	0.02120873169
194	0.02100912462
195	0.02084472078
196	0.02061075762
197	0.02045845591
198	0.02029069833
199	0.02009056777
200	0.01993900889
201	0.01981218608
202	0.01967114229
203	0.01949341147
204	0.01931481804
205	0.01917708338
206	0.01900391213
207	0.01884451008
208	0.01870688028
209	0.01853641102
210	0.01835855754
211	0.01821968598
212	0.01808960594
213	0.01796139768
214	0.01785201393
215	0.0176888765
216	0.01750361842
217	0.01736831874
218	0.01718839455
219	0.01706728356
220	0.01692966188
221	0.01678365508
222	0.01662407504
223	0.01648757493
224	0.01637712037
225	0.01627648504
226	0.01613321876
227	0.01600267203
228	0.01585450412
229	0.01577166614
230	0.01563475518
231	0.01552362862
232	0.01542541424
233	0.01532508809
234	0.01524722144
235	0.01513809315
236	0.01500295623
237	0.01492220766
238	0.01478391037
239	0.01468325914
240	0.01457844635
241	0.0144999854
242	0.01437366574
243	0.01428036588
244	0.0141660499
245	0.01408433842
246	0.01401313635
247	0.01394588872
248	0.01386499173
