iter	MultiClass
0	1.885210217
1	1.736211831
2	1.609801781
3	1.493626448
4	1.396714768
5	1.300719985
6	1.22490897
7	1.154618045
8	1.085330592
9	1.027224902
10	0.9649237696
11	0.9117323838
12	0.8625212778
13	0.8198239923
14	0.7831699392
15	0.7458512946
16	0.7151637407
17	0.6801518563
18	0.6517885741
19	0.6202734554
20	0.5908774374
21	0.5648787782
22	0.5440075263
23	0.5223578349
24	0.5006228064
25	0.4827795801
26	0.4640710334
27	0.4468766398
28	0.4277844857
29	0.412358595
30	0.3979400759
31	0.3839904075
32	0.370281443
33	0.3579678418
34	0.3444374939
35	0.3319400288
36	0.3200706309
37	0.3102041926
38	0.3000018115
39	0.2898865034
40	0.2805561109
41	0.2719228063
42	0.263757426
43	0.2553909568
44	0.2466978278
45	0.2392705842
46	0.2321832464
47	0.224973693
48	0.2175388243
49	0.2106766815
50	0.2040612671
51	0.1982496642
52	0.1929690421
53	0.1879304169
54	0.182952396
55	0.1779853861
56	0.1731352933
57	0.169037671
58	0.164675472
59	0.1604398849
60	0.1563373012
61	0.1524070601
62	0.1487263968
63	0.1444363948
64	0.1413735432
65	0.1379575702
66	0.1346761845
67	0.1312560764
68	0.128362006
69	0.1263248939
70	0.1231131523
71	0.120947511
72	0.1181899244
73	0.1155253077
74	0.1131878795
75	0.1102687914
76	0.1084909463
77	0.1059207628
78	0.1037494061
79	0.101162104
80	0.09917302701
81	0.097450719
82	0.09551900892
83	0.09365439143
84	0.09169374901
85	0.09027699987
86	0.08837642337
87	0.08680871521
88	0.08521936757
89	0.08338009204
90	0.08220547284
91	0.08095377602
92	0.07910114371
93	0.0774269683
94	0.07598483007
95	0.07509264489
96	0.07401646529
97	0.07288186599
98	0.07171522624
99	0.07054746556
100	0.06931519456
101	0.06824978409
102	0.06706400258
103	0.06565620306
104	0.06453891618
105	0.06375934454
106	0.06272299958
107	0.0616858986
108	0.06078158814
109	0.05988648132
110	0.0590239067
111	0.05805295547
112	0.05730663257
113	0.05661060836
114	0.05595412999
115	0.05519207092
116	0.0544672931
117	0.0536451031
118	0.05294439372
119	0.0521667911
120	0.05162919848
121	0.05077062563
122	0.05019817505
123	0.04961688212
124	0.04893230018
125	0.04852352739
126	0.04792922714
127	0.04707091726
128	0.04638343955
129	0.04593603225
130	0.04547834849
131	0.04497338575
132	0.0443198514
133	0.04380173089
134	0.04338403064
135	0.04288101797
136	0.04237741947
137	0.04187264773
138	0.04141860342
139	0.04087838205
140	0.04028743036
141	0.03983385388
142	0.03938381891
143	0.03885104962
144	0.03827655522
145	0.0378083942
146	0.03745109768
147	0.036877297
148	0.03634745446
149	0.03593347273
150	0.03563506335
151	0.03528789019
152	0.0350182538
153	0.03462828353
154	0.03431470976
155	0.033995435
156	0.03361107278
157	0.03313424678
158	0.03276439226
159	0.03243353716
160	0.03196143375
161	0.03159881469
162	0.03127457546
163	0.03096766366
164	0.03063149164
165	0.03024491612
166	0.02979581572
167	0.02948315275
168	0.0291910258
169	0.02885542508
170	0.02852151839
171	0.02826983393
172	0.0279822238
173	0.02772392835
174	0.02738793268
175	0.02711965217
176	0.02693132963
177	0.02657449937
178	0.02634408045
179	0.02616289883
180	0.02590626664
181	0.02567783874
182	0.02546817702
183	0.02519657415
184	0.02494002755
185	0.02458604331
186	0.02432687421
187	0.02409112944
188	0.02390035172
189	0.02367143368
190	0.02342500848
191	0.02318200536
192	0.02295366906
193	0.02274557015
194	0.0225117846
195	0.02235607738
196	0.02218081066
197	0.02198134121
198	0.02180749873
199	0.02161775511
200	0.02144615366
201	0.02130442641
202	0.02116951885
203	0.02097858114
204	0.02084890351
205	0.02069251854
206	0.02054502451
207	0.02041578086
208	0.02025515103
209	0.02008890187
210	0.01990374384
211	0.01977110023
212	0.01956108854
213	0.01941754531
214	0.01924549036
215	0.01910919077
216	0.01899886532
217	0.01883770307
218	0.01872048759
219	0.01857000095
220	0.01840672906
221	0.01826605385
222	0.01810408497
223	0.01800394282
224	0.01788949408
225	0.01776502111
226	0.0176474808
227	0.01752404412
228	0.01739047728
229	0.0173127641
230	0.01720992973
231	0.01705873763
232	0.01694577787
233	0.01682304851
234	0.01668502443
235	0.01657186911
236	0.01642792662
237	0.01634311665
238	0.01625251167
239	0.01619007619
240	0.01609551919
241	0.01598783653
242	0.01590163977
243	0.01581580966
244	0.01570467393
245	0.01559292021
246	0.01548017227
247	0.0153838256
248	0.01526362391
249	0.01517244897
250	0.01507095015
251	0.01497881668
252	0.01488855479
253	0.01477417765
254	0.01466980426
255	0.01458653734
256	0.0144949222
257	0.01438444789
258	0.01431304525
259	0.01426256593
260	0.01416947098
261	0.01406310701
262	0.01398837792
263	0.01390959921
264	0.01383247582
265	0.01376637621
266	0.01369215744
267	0.01362549407
268	0.01353730158
269	0.01347348746
270	0.01338570651
271	0.01330750122
272	0.01323672777
273	0.01315082891
274	0.01308430833
275	0.01300359399
276	0.01293884679
277	0.01287736579
278	0.01281509598
279	0.01272736263
280	0.01264934637
281	0.01259576211
282	0.01253254072
283	0.01245808509
284	0.01238690481
285	0.01233331354
286	0.0122732542
287	0.01222421348
288	0.01216596315
289	0.01212387007
290	0.01205729116
291	0.01197287881
292	0.01191870213
293	0.01184129224
294	0.01180275999
295	0.01172591604
296	0.01166878545
297	0.01160943689
298	0.01156165487
299	0.01148938316
300	0.01144291433
301	0.01137852384
302	0.01133632487
303	0.01129362505
304	0.01123641672
305	0.0112011115
306	0.011143784
307	0.0111039388
308	0.01106040605
309	0.01101965984
310	0.01098833636
311	0.01090730848
312	0.01087495396
313	0.01082479982
314	0.01077916492
315	0.01072469479
316	0.01067276027
317	0.01062265753
318	0.01057259541
319	0.01051101201
320	0.0104627112
321	0.01042596714
322	0.01035452935
323	0.01032454929
324	0.01028540056
325	0.01025320778
326	0.01021330337
327	0.01016414167
328	0.01011875189
329	0.01008187031
330	0.01003472626
331	0.009996969934
332	0.009959346861
333	0.009915817458
334	0.009846359916
335	0.009803603825
336	0.009775590136
337	0.009726888938
338	0.009684422727
339	0.009644638907
340	0.00961357914
341	0.009575238609
342	0.009537868353
343	0.009494274903
344	0.009457303488
345	0.009422695016
346	0.009380944113
347	0.009341858458
348	0.009299277971
349	0.00926905311
350	0.009237814375
351	0.009203447253
352	0.009172166539
353	0.009133956433
354	0.009097008101
355	0.009070813762
356	0.009047913976
357	0.009008697036
358	0.008984021307
359	0.008945481521
360	0.008919806723
361	0.008880591366
362	0.008858830192
363	0.00882111505
364	0.008793229575
365	0.00876421802
366	0.008728032469
367	0.008707362268
368	0.008672033657
369	0.008650438284
370	0.008625661552
371	0.008604524345
372	0.008578569334
373	0.008553581219
374	0.008530627626
375	0.008510796859
376	0.008485265311
377	0.008462387769
378	0.008434635675
379	0.008404465389
380	0.008371783428
381	0.008335989168
382	0.008312920572
383	0.008280203813
384	0.008252445065
385	0.008225268827
386	0.008201133521
387	0.008171763411
388	0.0081320173
389	0.008110362784
390	0.008085639486
391	0.008058778169
392	0.008037884463
393	0.008004129665
394	0.007974270246
395	0.007946419825
396	0.007914996386
397	0.007885456709
398	0.007868347336
399	0.007839328243
400	0.007806015976
401	0.007780431375
402	0.00775134439
403	0.007734864106
404	0.007711990784
405	0.007686719438
406	0.007655292829
407	0.00763230021
408	0.007614408732
409	0.007595894627
410	0.007574507966
411	0.007558224509
412	0.007540363598
413	0.007524481222
414	0.007496886358
415	0.007465841217
416	0.007438389171
417	0.007413576888
