iter	Passed	Remaining
423	12846	17451
424	12879	17424
425	12911	17396
426	12941	17366
427	12979	17346
428	13008	17314
429	13041	17287
430	13077	17264
431	13107	17233
432	13134	17199
433	13164	17168
434	13194	17137
435	13224	17106
436	13257	17079
437	13288	17050
438	13315	17016
439	13350	16991
440	13379	16959
441	13405	16923
442	13434	16891
443	13466	16863
444	13499	16836
445	13526	16801
446	13552	16766
447	13579	16731
448	13601	16691
449	13627	16655
450	13635	16598
451	13660	16561
452	13691	16532
453	13719	16499
454	13750	16469
455	13781	16440
456	13811	16410
457	13840	16379
458	13872	16350
459	13901	16319
460	13932	16289
461	13968	16266
462	14001	16239
463	14028	16205
464	14059	16175
465	14090	16146
466	14112	16106
467	14135	16068
468	14158	16030
469	14183	15993
470	14206	15956
471	14236	15926
472	14270	15900
473	14310	15880
474	14337	15847
475	14364	15813
476	14391	15779
477	14421	15749
478	14455	15723
479	14494	15702
480	14528	15675
481	14558	15645
482	14588	15615
483	14618	15585
484	14655	15562
485	14689	15535
486	14720	15506
487	14755	15480
488	14788	15454
489	14815	15420
490	14846	15391
491	14877	15360
492	14912	15335
493	14943	15306
494	14974	15276
495	14992	15234
496	15034	15215
497	15069	15190
498	15101	15161
499	15129	15129
500	15156	15096
501	15195	15074
502	15227	15045
503	15257	15015
504	15293	14990
505	15324	14960
506	15351	14927
507	15357	14873
508	15395	14851
509	15427	14822
510	15454	14788
511	15480	14755
512	15509	14723
513	15537	14691
514	15564	14657
515	15577	14611
516	15602	14576
517	15633	14546
518	15666	14519
519	15702	14494
520	15738	14469
521	15764	14435
522	15793	14404
523	15824	14374
524	15851	14341
525	15877	14307
526	15900	14271
527	15927	14238
528	15936	14189
529	15965	14157
530	15993	14126
531	16021	14094
532	16048	14061
533	16091	14042
534	16123	14013
535	16150	13980
536	16174	13945
537	16200	13912
538	16222	13874
539	16248	13841
540	16274	13807
541	16298	13772
542	16325	13739
543	16354	13708
544	16382	13677
545	16408	13643
546	16434	13610
547	16461	13577
548	16484	13542
549	16513	13510
550	16540	13478
551	16564	13443
552	16590	13410
553	16612	13373
554	16638	13340
555	16665	13308
556	16673	13261
557	16706	13233
558	16729	13198
559	16753	13163
560	16777	13128
561	16807	13099
562	16834	13066
563	16847	13024
564	16852	12974
565	16879	12942
566	16903	12909
567	16930	12876
568	16956	12844
569	16980	12809
570	17004	12775
571	17029	12742
572	17055	12709
573	17087	12681
574	17111	12647
575	17134	12613
576	17158	12579
577	17172	12537
578	17197	12504
579	17220	12470
580	17246	12437
581	17274	12406
582	17300	12374
583	17326	12342
584	17352	12310
585	17379	12278
586	17402	12244
587	17407	12196
588	17431	12163
589	17457	12131
590	17480	12097
591	17509	12067
592	17535	12035
593	17559	12001
594	17584	11969
595	17608	11936
596	17632	11902
597	17657	11869
598	17682	11837
599	17710	11806
600	17736	11774
601	17760	11742
602	17787	11711
603	17812	11678
604	17838	11646
605	17864	11614
606	17889	11582
607	17915	11550
608	17941	11519
609	17968	11488
610	17993	11455
611	18019	11423
612	18046	11392
613	18073	11362
614	18110	11337
615	18134	11304
616	18157	11270
617	18184	11240
618	18213	11210
619	18238	11178
620	18268	11149
621	18295	11118
622	18324	11088
623	18355	11060
624	18396	11037
625	18441	11017
626	18499	11005
627	18537	10980
628	18571	10953
629	18624	10938
630	18726	10950
631	18758	10922
632	18800	10899
633	18833	10872
634	18868	10845
635	18904	10819
636	18943	10795
637	18981	10770
638	19013	10741
639	19049	10715
640	19084	10688
641	19124	10664
642	19153	10634
643	19183	10604
644	19215	10576
645	19248	10548
646	19278	10518
647	19307	10488
648	19336	10457
649	19364	10426
650	19393	10396
651	19422	10366
652	19456	10338
653	19490	10311
654	19530	10287
655	19565	10259
656	19601	10233
657	19632	10204
658	19672	10179
659	19706	10151
660	19746	10127
661	19779	10099
662	19808	10068
663	19839	10039
664	19869	10009
665	19896	9978
666	19930	9950
667	19939	9910
668	19973	9882
669	20006	9854
670	20036	9824
671	20063	9792
672	20089	9760
673	20122	9732
674	20152	9703
675	20184	9674
676	20209	9642
677	20239	9612
678	20271	9583
679	20300	9553
680	20326	9521
681	20355	9491
682	20387	9462
683	20418	9433
684	20450	9404
685	20475	9372
686	20499	9339
687	20524	9307
688	20551	9276
689	20578	9245
690	20604	9213
691	20628	9181
692	20654	9150
693	20663	9110
694	20688	9079
695	20717	9048
696	20760	9025
697	20814	9005
698	20849	8978
699	20881	8949
700	20918	8922
701	20951	8893
702	20981	8864
703	21013	8835
704	21045	8806
705	21072	8775
706	21102	8745
707	21137	8717
708	21165	8687
709	21192	8656
710	21224	8627
711	21253	8597
712	21281	8566
713	21309	8535
714	21318	8497
715	21346	8467
716	21372	8435
717	21401	8405
718	21429	8375
719	21459	8345
720	21485	8313
721	21511	8282
722	21543	8253
723	21581	8227
724	21610	8197
725	21643	8168
726	21673	8138
727	21698	8107
728	21730	8078
729	21790	8059
730	21817	8028
731	21843	7997
732	21870	7966
733	21896	7935
734	21922	7904
735	21954	7874
736	21981	7844
737	22009	7813
738	22042	7784
739	22070	7754
740	22098	7724
741	22129	7694
742	22167	7667
743	22193	7636
744	22218	7605
745	22246	7574
746	22272	7543
747	22300	7512
748	22329	7482
749	22358	7452
750	22387	7422
751	22414	7392
752	22440	7361
753	22464	7329
754	22489	7298
755	22517	7267
756	22542	7236
757	22570	7205
758	22595	7174
759	22619	7142
760	22644	7111
761	22669	7080
762	22694	7049
763	22719	7017
764	22748	6987
765	22775	6957
766	22799	6926
767	22826	6895
768	22849	6863
769	22874	6832
770	22899	6801
771	22922	6769
772	22946	6738
773	22971	6707
774	23002	6678
775	23029	6647
776	23057	6617
777	23083	6586
778	23107	6555
779	23115	6519
780	23138	6488
781	23174	6460
782	23197	6428
783	23223	6398
784	23231	6362
785	23257	6332
786	23284	6301
787	23310	6271
788	23336	6240
789	23362	6210
790	23388	6179
791	23411	6148
792	23434	6117
793	23459	6086
794	23483	6055
795	23507	6024
796	23529	5993
797	23554	5962
798	23583	5932
799	23606	5901
800	23632	5871
801	23658	5840
802	23685	5810
803	23712	5780
804	23736	5749
805	23763	5719
806	23790	5689
807	23831	5663
808	23873	5636
809	23905	5607
810	23933	5577
811	23958	5547
812	23982	5516
813	24010	5486
814	24039	5456
815	24070	5427
816	24100	5398
817	24128	5368
818	24157	5338
819	24195	5311
820	24220	5280
821	24244	5249
822	24268	5219
823	24297	5189
824	24326	5160
825	24352	5129
826	24377	5099
827	24403	5069
828	24432	5039
829	24459	5009
830	24486	4979
831	24512	4949
832	24537	4919
833	24562	4889
834	24595	4860
835	24658	4837
836	24700	4810
837	24722	4779
838	24746	4748
839	24775	4719
840	24798	4688
841	24825	4658
842	24849	4627
843	24876	4597
844	24904	4568
845	24930	4538
846	24954	4507
847	24981	4477
848	25008	4447
849	25034	4417
850	25064	4388
851	25088	4358
852	25115	4328
853	25146	4299
854	25185	4271
855	25211	4241
856	25235	4210
857	25261	4180
858	25293	4151
859	25320	4121
860	25347	4092
861	25380	4063
862	25411	4033
863	25445	4005
864	25477	3976
865	25509	3947
866	25554	3920
867	25579	3890
868	25611	3860
869	25641	3831
870	25666	3801
871	25694	3771
872	25720	3741
873	25750	3712
874	25779	3682
875	25813	3654
876	25820	3621
877	25827	3588
878	25843	3557
879	25873	3528
880	25878	3495
881	25901	3465
882	25929	3435
883	25955	3405
884	25984	3376
885	26006	3346
886	26038	3317
887	26072	3288
888	26103	3259
889	26138	3230
890	26168	3201
891	26206	3173
892	26233	3143
893	26259	3113
894	26286	3083
895	26314	3054
896	26344	3025
897	26370	2995
898	26393	2965
899	26420	2935
900	26448	2906
901	26474	2876
902	26501	2846
903	26531	2817
904	26562	2788
905	26587	2758
906	26618	2729
907	26644	2699
908	26669	2669
909	26695	2640
910	26720	2610
911	26746	2580
912	26769	2550
913	26800	2521
914	26824	2491
915	26852	2462
916	26880	2433
917	26910	2403
918	26938	2374
919	26962	2344
920	26986	2314
921	27009	2284
922	27035	2255
923	27061	2225
924	27087	2196
925	27113	2166
926	27139	2137
927	27167	2107
928	27192	2078
929	27232	2049
930	27256	2020
931	27277	1990
932	27290	1959
933	27313	1930
934	27340	1900
935	27365	1871
936	27390	1841
937	27418	1812
938	27448	1783
939	27475	1753
940	27505	1724
941	27538	1695
942	27568	1666
943	27606	1637
944	27640	1608
945	27670	1579
946	27703	1550
947	27731	1521
948	27758	1491
949	27786	1462
950	27824	1433
951	27854	1404
952	27885	1375
953	27910	1345
954	27938	1316
955	27972	1287
956	27999	1258
957	28030	1228
958	28060	1199
959	28090	1170
960	28120	1141
961	28149	1111
962	28178	1082
963	28212	1053
964	28312	1026
965	28332	997
966	28343	967
967	28364	937
968	28390	908
969	28419	878
970	28458	849
971	28491	820
972	28520	791
973	28551	762
974	28587	733
975	28673	705
976	28717	676
977	28750	646
978	28786	617
979	28862	589
980	28877	559
981	28924	530
982	28979	501
983	28996	471
984	29029	442
985	29066	412
986	29102	383
987	29140	353
988	29176	324
989	29213	295
990	29254	265
991	29300	236
992	29348	206
993	29387	177
994	29420	147
995	29453	118
996	29489	88
997	29522	59
998	29552	29
999	29587	0
